TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
ATL,01/29/2017,ATL vs. NYK,W,341,142,52,119,43.7,10,31,32.3,28,40,70.0,17,47,64,36,4,2,14,24
ATL,01/27/2017,ATL vs. WAS,L,240,86,30,83,36.1,9,31,29.0,17,25,68.0,8,33,41,18,9,8,19,16
ATL,01/25/2017,ATL @ CHI,W,241,119,43,83,51.8,17,30,56.7,16,19,84.2,6,33,39,29,5,5,13,20
ATL,01/23/2017,ATL vs. LAC,L,239,105,37,88,42.0,9,29,31.0,22,26,84.6,8,32,40,28,8,2,8,17
ATL,01/21/2017,ATL vs. PHI,W,241,110,45,91,49.5,7,20,35.0,13,23,56.5,11,36,47,24,8,5,13,18
ATL,01/20/2017,ATL vs. CHI,W,241,102,39,82,47.6,9,22,40.9,15,19,78.9,10,30,40,23,16,3,19,19
ATL,01/18/2017,ATL @ DET,L,241,95,30,78,38.5,6,25,24.0,29,37,78.4,8,24,32,22,1,4,12,21
ATL,01/16/2017,ATL @ NYK,W,241,108,40,87,46.0,12,32,37.5,16,23,69.6,8,28,36,26,11,3,10,15
ATL,01/15/2017,ATL vs. MIL,W,240,111,42,80,52.5,13,26,50.0,14,18,77.8,14,23,37,29,9,4,19,20
ATL,01/13/2017,ATL vs. BOS,L,241,101,36,84,42.9,11,30,36.7,18,21,85.7,12,31,43,22,5,5,12,17
ATL,01/10/2017,ATL @ BKN,W,240,117,44,92,47.8,7,23,30.4,22,38,57.9,15,38,53,25,11,12,12,17
ATL,01/07/2017,ATL @ DAL,W,241,97,30,74,40.5,11,22,50.0,26,32,81.3,6,41,47,19,8,1,10,15
ATL,01/05/2017,ATL @ NOP,W,240,99,38,90,42.2,9,23,39.1,14,17,82.4,12,43,55,23,9,6,14,14
ATL,01/04/2017,ATL @ ORL,W,241,111,44,81,54.3,10,19,52.6,13,18,72.2,3,36,39,27,12,3,12,12
ATL,01/01/2017,ATL vs. SAS,W,264,114,42,92,45.7,14,28,50.0,16,27,59.3,11,35,46,25,6,6,11,21
ATL,12/30/2016,ATL vs. DET,W,240,105,39,88,44.3,8,26,30.8,19,25,76.0,12,32,44,29,10,2,15,21
ATL,12/28/2016,ATL vs. NYK,W,265,102,37,101,36.6,7,27,25.9,21,27,77.8,17,38,55,19,8,3,13,19
ATL,12/26/2016,ATL @ MIN,L,240,90,35,83,42.2,8,32,25.0,12,17,70.6,17,29,46,20,8,7,19,19
ATL,12/23/2016,ATL @ DEN,W,239,109,37,86,43.0,8,25,32.0,27,33,81.8,9,31,40,26,10,4,8,25
ATL,12/21/2016,ATL vs. MIN,L,241,84,34,82,41.5,7,26,26.9,9,13,69.2,8,27,35,19,9,8,10,15
ATL,12/19/2016,ATL @ OKC,W,240,110,41,75,54.7,9,23,39.1,19,24,79.2,5,30,35,24,5,2,15,20
ATL,12/17/2016,ATL vs. CHA,L,240,99,40,86,46.5,10,26,38.5,9,16,56.3,9,38,47,26,4,2,12,18
ATL,12/16/2016,ATL @ TOR,W,241,125,46,86,53.5,11,25,44.0,22,32,68.8,15,29,44,26,6,6,14,22
ATL,12/13/2016,ATL vs. ORL,L,241,120,45,89,50.6,11,28,39.3,19,21,90.5,13,32,45,29,6,4,15,16
ATL,12/09/2016,ATL @ MIL,W,240,114,40,84,47.6,12,34,35.3,22,29,75.9,9,37,46,32,7,8,17,11
ATL,12/07/2016,ATL vs. MIA,W,240,103,43,88,48.9,4,19,21.1,13,15,86.7,14,33,47,27,9,9,14,20
ATL,12/05/2016,ATL vs. OKC,L,241,99,34,77,44.2,7,22,31.8,24,32,75.0,7,29,36,26,13,3,18,24
ATL,12/03/2016,ATL @ TOR,L,240,84,35,88,39.8,7,28,25.0,7,14,50.0,13,25,38,21,7,5,18,13
ATL,12/02/2016,ATL vs. DET,L,241,85,32,88,36.4,6,24,25.0,15,20,75.0,6,26,32,22,6,2,7,12
ATL,11/30/2016,ATL @ PHX,L,239,107,45,89,50.6,9,25,36.0,8,10,80.0,7,33,40,20,9,6,20,22
ATL,11/28/2016,ATL @ GSW,L,239,100,36,85,42.4,7,29,24.1,21,30,70.0,13,37,50,20,11,4,18,22
ATL,11/27/2016,ATL @ LAL,L,239,94,39,88,44.3,12,35,34.3,4,10,40.0,7,31,38,25,5,6,12,19
ATL,11/25/2016,ATL @ UTA,L,240,68,26,83,31.3,8,25,32.0,8,12,66.7,6,34,40,11,8,4,14,16
ATL,11/23/2016,ATL @ IND,W,239,96,36,85,42.4,5,20,25.0,19,22,86.4,17,39,56,17,11,7,21,18
ATL,11/22/2016,ATL vs. NOP,L,240,94,39,85,45.9,10,29,34.5,6,10,60.0,6,34,40,22,5,6,15,15
ATL,11/20/2016,ATL @ NYK,L,240,94,34,85,40.0,6,21,28.6,20,29,69.0,14,34,48,17,7,6,13,15
ATL,11/18/2016,ATL @ CHA,L,240,96,39,84,46.4,7,28,25.0,11,17,64.7,8,41,49,25,9,6,16,18
ATL,11/16/2016,ATL vs. MIL,W,239,107,35,72,48.6,10,32,31.3,27,31,87.1,3,36,39,29,6,8,16,17
ATL,11/15/2016,ATL @ MIA,W,241,93,37,80,46.3,6,17,35.3,13,19,68.4,6,29,35,18,14,4,19,13
ATL,11/12/2016,ATL vs. PHI,W,238,117,48,95,50.5,13,32,40.6,8,14,57.1,15,37,52,31,10,6,16,14
ATL,11/09/2016,ATL vs. CHI,W,240,115,42,83,50.6,9,20,45.0,22,27,81.5,13,35,48,24,8,7,21,20
ATL,11/08/2016,ATL @ CLE,W,241,110,41,81,50.6,11,29,37.9,17,24,70.8,11,39,50,22,1,4,19,21
ATL,11/05/2016,ATL vs. HOU,W,242,112,45,85,52.9,8,20,40.0,14,24,58.3,13,31,44,29,17,6,19,13
ATL,11/04/2016,ATL @ WAS,L,241,92,32,83,38.6,5,25,20.0,23,36,63.9,10,37,47,22,12,3,18,24
ATL,11/02/2016,ATL vs. LAL,L,241,116,41,85,48.2,11,32,34.4,23,29,79.3,10,27,37,30,10,1,18,19
ATL,10/31/2016,ATL vs. SAC,W,240,106,33,79,41.8,11,30,36.7,29,47,61.7,17,26,43,24,11,6,13,20
ATL,10/29/2016,ATL @ PHI,W,239,104,42,85,49.4,5,20,25.0,15,23,65.2,6,41,47,31,11,7,12,14
ATL,10/27/2016,ATL vs. WAS,W,240,114,44,88,50.0,12,26,46.2,14,18,77.8,14,38,52,28,13,7,21,19
ATL,10/20/2016,ATL @ CHI,W,240,97,40,85,47.1,8,25,32.0,9,13,69.2,7,48,55,33,5,5,18,20
ATL,10/18/2016,ATL vs. NOP,W,239,96,36,86,41.9,6,21,28.6,18,26,69.2,14,39,53,25,8,7,18,19
ATL,10/16/2016,ATL @ ORL,W,239,105,36,88,40.9,10,27,37.0,23,27,85.2,11,38,49,24,6,11,9,18
ATL,10/13/2016,ATL vs. DET,L,242,94,36,83,43.4,11,28,39.3,11,16,68.8,10,30,40,25,8,6,19,32
ATL,10/10/2016,ATL vs. CLE,W,240,99,38,83,45.8,2,19,10.5,21,31,67.7,9,36,45,22,9,5,17,20
ATL,10/08/2016,ATL @ SAS,L,241,91,34,82,41.5,6,18,33.3,17,17,100.0,9,30,39,27,9,2,17,20
